sex,age,rf_ldl,rf_sbp,rf_lpa,rf_lsi,rf_dmp
1,58.099998,3.2794504,130.82277,22,.7789768,.094287433
1,58.200001,3.277379,130.87209,22,.77870601,.094896361
1,58.299999,3.275306,130.92122,22,.77840257,.095506728
1,58.400002,3.2732308,130.97018,22,.77811956,.09611854
1,58.5,3.2711537,131.01894,22,.77782238,.096731752
1,58.599998,3.2690747,131.06757,22,.77748811,.097346358
1,58.700001,3.2669933,131.11603,22,.77715915,.097962357
1,58.799999,3.26491,131.16431,22,.77682388,.09857972
1,58.900002,3.2628243,131.21242,22,.77645397,.099198446
1,59,3.2607367,131.26038,22,.77604675,.099818483
1,59.099998,3.2586467,131.30815,22,.77566195,.10043985
1,59.200001,3.2565548,131.35579,22,.77525687,.10106252
1,59.299999,3.2544606,131.40326,22,.77485478,.10168648
1,59.400002,3.2523637,131.45055,22,.77443874,.10231171
1,59.5,3.2502646,131.49768,22,.77398777,.10293818
1,59.599998,3.2481632,131.54465,22,.77351809,.10356588
1,59.700001,3.2460592,131.59145,22,.77302587,.10419483
1,59.799999,3.243953,131.63809,22,.77257919,.10482496
1,59.900002,3.2418442,131.68457,22,.77217984,.1054563
1,60,3.239733,131.7309,22,.77170587,.10608878
1,60.099998,3.2376189,131.77707,22,.77113879,.10672241
1,60.200001,3.2355025,131.82306,22,.77064717,.10735721
1,60.299999,3.2333834,131.8689,22,.77012026,.1079931
1,60.400002,3.2312615,131.9146,22,.76958454,.10863012
1,60.5,3.2291374,131.96011,22,.76908123,.1092682
1,60.599998,3.22701,132.00551,22,.76855958,.10990734
